"continent","coordinatePrecision","coordinateUncertaintyInMeters","country","countryCode","county","dataGeneralizations","datasetID","datasetName","day","decimalLatitude","decimalLongitude","endDayOfYear","eventCategory","eventConductedBy","eventConductedByID","eventDate","eventEffort","eventID","eventReferences","eventRemarks","eventTime","eventType","fieldNotes","fieldNumber","footprintSpatialFit","footprintSRS","footprintWKT","geodeticDatum","georeferencedBy","georeferencedByID","georeferencedDate","georeferenceProtocol","georeferenceProtocolID","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherGeography","higherGeographyID","informationWithheld","island","islandGroup","locality","locationID","locationRemarks","maximumDepthInMeters","maximumDistanceAboveSurfaceInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumDistanceAboveSurfaceInMeters","minimumElevationInMeters","month","municipality","parentEventID","pointRadiusSpatialFit","preferredEventName","preferredSpatialRepresentation","startDayOfYear","stateProvince","verbatimCoordinates","verbatimCoordinateSystem","verbatimDepth","verbatimElevation","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","verbatimSRS","verticalDatum","waterBody","year"
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1923-12-20","","7ed16235057d22836d4a6de3f4b85540","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Bij Moeara Gembong","","","","","","","","","","","","","","","","","","","","","20-12-1923","","","","","","",""
"","","","Ecuador","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","3f33d92920a3f6985c000bd1186ed771","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1919-01-01/1919-12-31","","6c5cf7f7171d96b4a0774b8602c8a651","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Cikajang, near Garut, West Java","","","","","","","","","","","","","","","","","","","","","1919","","","","","","",""
"","","","Kenya","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1976-09-20","","42312298d9032994e68daeeb8838904c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Muumandu","","","","","","","","","","","","","","","","Machakos, Kalama","","","","","20-09-1976","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","19-04-1903, On green label: 19/4/03","","ae36d13c5f1be2a7536b07fabebb908e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Liosa","","","","","","","","","","","","","","","","Attica","","","","","19-04-1903, On green label: 19/4/03","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1971-01-05","","782a3c9098dd51c9bc41552316fdc395","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Lage Vuursche<>Baarn","","","","","","","","","","","","","","","","Utrecht","","","","","5-1-1971","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1916-02-09","","b9f766582e8a46cafd0f33a037a34132","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Borneo","","Rantau","","","","","","","","","","","","","","","","Z.O. Borneo","","","","","09-02-1916","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1940-10-06","","1b76c5fb45e79302a72224f7de312364","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Pangrango Gunung/Mt., West Java","","","","","","","","","","","","","","","","","","","","","6/10/1940","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1915-03-24","","9350855e19ac3cf8e25f101bb8436d5d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","Padangsche Bovenlanden","","","","","24-03-1915","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","28-8-1861","","2f6b242bdcd098476724b3fa82114d89","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Rotterdam","","","","","","","","","","","","","","","","","","","","","28-8-1861","","","","","","",""
"","","","Japan","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1870-01-01/1870-12-31","","7ca6f15a43304dc6cb981f22bad1ae26","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1870","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1913-05-20","","8546c6b388620cdf83a2077c00ff6173","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","","","","","","","","","","","","","","","","","","","","","","20-05-1913","","","","","","",""
"","","","New Zealand","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","1b7179c0f9ab56cf80db1c5ba0a56328","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-05-24","","1a792684d9da981c49fd679e56e883c4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Lesser Sunda Islands","","Flores I., no further locality","","","","","","","","","","","","","","","","","","","","","24/5/1958","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1900-05-18","","3a3c1cd33c2cdc5e156b1031c2e787bf","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Texel I., no further locality?","","","","","","","","","","","","","","","","North Holland","","","","","18/5/1900","","","","","","",""
"","","","Uganda","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1957-09-01","","ac12ab94bab4b8347b076fd34f81c2a1","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Entebbe","","","","","","","","","","","","","","","","","","","","","1-9-1957","","","","","","",""
"","","","Taiwan","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1968-05-06","","8aed109fec323b254bef8e0cbb832b47","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Puli","","","","","","","","","","","","","","","","","","","","","06-05-1968","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1944-04-22","","ba271fa444e32742cfa937c4756cd9a9","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Wolfheze area","","","","","","","","","","","","","","","","Gelderland","","","","","22/4/1944","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","99774359d94f58799f122d86a6ae2b4f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Blumenau","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","South Africa","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","881f708d7772f337b83f90b97abc7c52","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kafferland","","","","","","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1924-11-18","","24a048ca8af87a8c134b1b9d657490e7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Beek","","","","","","","","","","","","","","","","Limburg","","","","","18-11-1924","","","","","","",""
"","","","Netherlands Antilles","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1979-11-19","","91d961a09ddf045a16231964ec436c5e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Aruba","","Dividivi Hotel","","","","","","","","","","","","","","","","","","","","","19-11-1979","","","","","","",""
"","","67360","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","52.438781","6.501641","","","","","1865-03-13","","2fa4d98acdfc3504f2f261098b21c20b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Overijssel","","","","","13-03-1865","","","","","","",""
"","","","Brazil","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1891-04-01/1891-04-30","","d454c09642e4122b8153c49ac957a634","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Porto Real","","","","","","","","","","","","","","","","Rio de Janeiro state","","","","","1-4-1891 - 30-4-1891","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1934-01-01/1934-12-31","","ecddd08faf37c4056b757c2b45f583d0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1934","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","c880b38abad51bcf1338dfc27756f4f8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","New Guinea","","","","","","","","","","","","","","","","","","Nieuw-Guinea","","","","","","","","","","","",""
"","","","Netherlands Antilles","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1952-04-11","","3f003cecd1a83ff53e318689f611c2fa","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Klein Curaçao","","","","","","","","","","","","","","","","","","","","","","","11-4-1952","","","","","","",""
"","","","Spain","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1952-02-22","","354b41fb9dab0e1780e1426dce7939d7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Linares de Riofrio","","","","","","","","","","","","","","","","Salamanca","","","","","22-2-1952","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1913-05-18","","54537c16f3ddfeb427e2eab94ecc240a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Simalur","","","","","","","","","","","","","","","","","","","","","","","18-05-1913","","","","","","",""
"","","","Curaçao","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1930-04-15","","947e6412fe30ff3cbf6531c5b382d536","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Curaçao","","Port Marie","","","","","","","","","","","","","","","","","","","","","15-04-1930","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","22 Jan-27 Jul 1865","","aa5fb7e4374c9fb6f701d69b9d3c93e5","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Aru Is., no further locality","","","","","","","","","","","","","","","","West New Guinea","","","","","22 Jan-27 Jul 1865","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1997-06-21","","af4a78b4fa747041bb87b3a8dfaf3adb","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Bogor, Jalan Surya Kencana nr 97","","","","","","","","","","","","","","","","","","","","","21/6/1997","","","","","","",""
"","","","Samoa Group","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","ef72cc42390fb169edd22037dd2ca35a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Upolu","","","","","","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","2009-04-22","","ca69cc006135b444543981298e9fa4d2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Doetinchem","","","","","","","","","","","","","","","","Gelderland","","","","","22 april 2009","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1927-05-24","","0e2e566d351182345e503bc0d16a104c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Olterterp","","","","","","","","","","","","","","","","Fryslân","","","","","24/5/1927","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1909-01-01/1909-01-31","","3f463e1bce927df31231d3e569fe77ea","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Hatert","","","","","","","","","","","","","","","","(G.)","","","","","January 1909","","","","","","",""
"","","","USA","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1940-03-08","","856c0620ed3c2f18f1a4608da87dc3a0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","sine loco [C & E North America]","","","","","","","","","","","","","","","","","","","","","8-3-1940","","","","","","",""
"","","","Philippines","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1971-12-02","","37a6429145b52c5b404a70ee8f29293c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sulu Archip., Tawi-Tawi Group, Tawi-Tawi Id.","","Batu-Batu","","","","","","","","","","","","","","","","","","","","","02-12-1971","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-06-23","","f186eb36f9cb0d9af8c55bc314a872f3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Seram","","Wahai","","","","","","","","","","","","","","","","Noord-Ceram","","","","","23-06-1910","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1920-05-09","","df9c3a5b0773a567562dd7b97eac1515","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","","","","","950 m","09-05-1920","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-04-29","","5b95f0bb7fe37292e3506839384f3a14","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Gendringen","","","","","","","","","","","","","","","","Gelderland","","","","","29/4/1910","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1922-09-16","","0c2a36a94f4b1bff642aefc9c67b7948","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Enter","","","","","","","","","","","","","","","","Overijssel","","","","","16-09-1922","","","","","","",""
"","","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1911-05-30","","6a752ace5c84f4b31681150fc33edd3e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Princenhage","","","","","","","","","","","","","","","","North Brabant","","","","","30-05-1911","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1949-05-01","","c110a2e36c17610805c75c2e92e86cf0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Laren","","","","","","","","","","","","","","","","North Holland","","","","","1/5/1949","","","","","","",""
"","","","South Africa","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1959-08-06","","9c454b098f5dcb31d09513f8db562b13","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Durbanville","","","","","","","","","","","","","","","","Western Cape","","","","","6-8-1959","","","","","","",""
"","","","Indonesia","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1903-05-21","","c34b2a288aa752ced395b10a5f505112","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","Java","","Pangerango","","","","","","","","","","","","","","","","Java, Preanger","","","","","21-05-1903","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","Year cf","","1c48d185c707bb005ffb54c940f04ead","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Zandbelt, Vollenhove<>Barsbeek","","","","","","","","","","","","","","","","Overijssel","","","","","Year cf","","","","","","",""
"","","","Chili","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1827-01-01/1829-12-31","","9439bb6eed95f22e5facfa5ab91e7a33","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1827-1829","","","","","","",""
"","","","Netherlands","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1936-05-11","","a59d19c82a95802d759cd1b7e8e77003","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","Zwolle","","","","","","","","","","","","","","","","Overijssel","","","","","11/5/1936","","","","","","",""
