"IDENTIFIER","IDENTIFIERLANGUAGE","IDENTIFIERTYPE","IDENTIFIERTYPEIRI","IDENTIFIERTYPEVOCABULARY","MATERIALENTITYID"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1099231","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-J1V-3XW"
"ZMA.INS.1099231@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-J1V-3XW"
"ZMA.INS.1099231","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-J1V-3XW"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.306707","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-GWD-793"
"RMNH.INS.306707@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-GWD-793"
"RMNH.INS.306707","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-GWD-793"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.384202","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-GPA-4XT"
"RMNH.INS.384202@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-GPA-4XT"
"RMNH.INS.384202","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-GPA-4XT"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.376183","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-GFB-XX1"
"RMNH.INS.376183@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-GFB-XX1"
"RMNH.INS.376183","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-GFB-XX1"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1398458","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-GD3-GQD"
"ZMA.INS.1398458@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-GD3-GQD"
"ZMA.INS.1398458","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-GD3-GQD"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1189787","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-DHE-FP0"
"RMNH.INS.1189787@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-DHE-FP0"
"RMNH.INS.1189787","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-DHE-FP0"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.VER.UT.4028","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-C4C-MM4"
"RMNH.VER.UT.4028@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-C4C-MM4"
"RMNH.VER.UT.4028","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-C4C-MM4"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1544953","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-AQP-8KP"
"ZMA.INS.1544953@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-AQP-8KP"
"ZMA.INS.1544953","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-AQP-8KP"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.370152","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-A19-JFR"
"RMNH.INS.370152@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-A19-JFR"
"RMNH.INS.370152","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-A19-JFR"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1331719","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-9CN-6BA"
"ZMA.INS.1331719@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-9CN-6BA"
"ZMA.INS.1331719","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-9CN-6BA"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.606298","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-98X-7EG"
"ZMA.INS.606298@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-98X-7EG"
"ZMA.INS.606298","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-98X-7EG"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1064145","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-8C4-8ZS"
"ZMA.INS.1064145@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-8C4-8ZS"
"ZMA.INS.1064145","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-8C4-8ZS"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1212713","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-6VE-9Q9"
"ZMA.INS.1212713@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-6VE-9Q9"
"ZMA.INS.1212713","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-6VE-9Q9"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.331565","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-682-WGN"
"RMNH.INS.331565@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-682-WGN"
"RMNH.INS.331565","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-682-WGN"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5165153","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-666-BBG"
"ZMA.INS.5165153@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-666-BBG"
"ZMA.INS.5165153","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-666-BBG"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.22474","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-48K-Q5W"
"RMNH.CRUS.22474@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-48K-Q5W"
"RMNH.CRUS.22474","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-48K-Q5W"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.325976","","dwc:occurrenceID","","","https://doi.org/TEST/ZZS-12X-WSQ"
"RMNH.INS.325976@CRS","","dwca:ID","","","https://doi.org/TEST/ZZS-12X-WSQ"
"RMNH.INS.325976","","dwc:catalogNumber","","","https://doi.org/TEST/ZZS-12X-WSQ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.995354","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-ZY5-6CR"
"ZMA.INS.995354@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-ZY5-6CR"
"ZMA.INS.995354","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-ZY5-6CR"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.956473","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-WK1-60T"
"ZMA.INS.956473@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-WK1-60T"
"ZMA.INS.956473","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-WK1-60T"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.851095","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-WGR-B0K"
"RMNH.INS.851095@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-WGR-B0K"
"RMNH.INS.851095","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-WGR-B0K"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.D.100728","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-VZA-Q9Y"
"ZMA.CRUS.D.100728@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-VZA-Q9Y"
"ZMA.CRUS.D.100728","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-VZA-Q9Y"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1446752","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-SQ1-J6Z"
"ZMA.INS.1446752@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-SQ1-J6Z"
"ZMA.INS.1446752","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-SQ1-J6Z"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.948800","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-SCS-0YB"
"ZMA.INS.948800@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-SCS-0YB"
"ZMA.INS.948800","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-SCS-0YB"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.324717","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-RMF-GKM"
"RMNH.INS.324717@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-RMF-GKM"
"RMNH.INS.324717","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-RMF-GKM"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1346620","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-PWZ-C0L"
"RMNH.INS.1346620@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-PWZ-C0L"
"RMNH.INS.1346620","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-PWZ-C0L"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.992196","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-NQX-HEZ"
"ZMA.INS.992196@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-NQX-HEZ"
"ZMA.INS.992196","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-NQX-HEZ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.980175","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-N6N-EZG"
"ZMA.INS.980175@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-N6N-EZG"
"ZMA.INS.980175","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-N6N-EZG"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1183290","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-GRR-ED2"
"ZMA.INS.1183290@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-GRR-ED2"
"ZMA.INS.1183290","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-GRR-ED2"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1201179","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-GAA-GWC"
"ZMA.INS.1201179@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-GAA-GWC"
"ZMA.INS.1201179","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-GAA-GWC"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1039171","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-G09-48P"
"ZMA.INS.1039171@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-G09-48P"
"ZMA.INS.1039171","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-G09-48P"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.376167","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-FXC-REZ"
"RMNH.INS.376167@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-FXC-REZ"
"RMNH.INS.376167","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-FXC-REZ"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1183100","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-EFM-FWQ"
"RMNH.INS.1183100@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-EFM-FWQ"
"RMNH.INS.1183100","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-EFM-FWQ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.606410","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-DZ5-EMH"
"ZMA.INS.606410@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-DZ5-EMH"
"ZMA.INS.606410","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-DZ5-EMH"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.615468","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-D76-D31"
"ZMA.INS.615468@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-D76-D31"
"ZMA.INS.615468","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-D76-D31"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5147544","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-CBG-DAF"
"ZMA.INS.5147544@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-CBG-DAF"
"ZMA.INS.5147544","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-CBG-DAF"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1472959","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-8HQ-TN7"
"RMNH.INS.1472959@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-8HQ-TN7"
"RMNH.INS.1472959","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-8HQ-TN7"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1177285","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-7AQ-BQS"
"RMNH.INS.1177285@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-7AQ-BQS"
"RMNH.INS.1177285","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-7AQ-BQS"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.986372","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-6PC-5K3"
"ZMA.INS.986372@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-6PC-5K3"
"ZMA.INS.986372","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-6PC-5K3"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1116065","","dwc:occurrenceID","","","https://doi.org/TEST/ZZR-6D5-B52"
"ZMA.INS.1116065@CRS","","dwca:ID","","","https://doi.org/TEST/ZZR-6D5-B52"
"ZMA.INS.1116065","","dwc:catalogNumber","","","https://doi.org/TEST/ZZR-6D5-B52"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.383823","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-ZGW-AEQ"
"RMNH.INS.383823@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-ZGW-AEQ"
"RMNH.INS.383823","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-ZGW-AEQ"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.347104","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-YGL-8HS"
"RMNH.INS.347104@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-YGL-8HS"
"RMNH.INS.347104","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-YGL-8HS"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.319348","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-YEQ-SX9"
"RMNH.INS.319348@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-YEQ-SX9"
"RMNH.INS.319348","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-YEQ-SX9"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1563334","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-YA0-EMY"
"RMNH.INS.1563334@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-YA0-EMY"
"RMNH.INS.1563334","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-YA0-EMY"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.35928","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-WY7-H3R"
"RMNH.CRUS.D.35928@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-WY7-H3R"
"RMNH.CRUS.D.35928","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-WY7-H3R"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.303697","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-VJK-AY6"
"RMNH.INS.303697@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-VJK-AY6"
"RMNH.INS.303697","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-VJK-AY6"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1074887","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-RSG-JMY"
"ZMA.INS.1074887@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-RSG-JMY"
"ZMA.INS.1074887","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-RSG-JMY"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1473487","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-Q5V-WS8"
"RMNH.INS.1473487@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-Q5V-WS8"
"RMNH.INS.1473487","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-Q5V-WS8"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5168025","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-PR2-EAS"
"ZMA.INS.5168025@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-PR2-EAS"
"ZMA.INS.5168025","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-PR2-EAS"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1280722","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-PFW-GEZ"
"ZMA.INS.1280722@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-PFW-GEZ"
"ZMA.INS.1280722","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-PFW-GEZ"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.378082","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-PBE-61N"
"RMNH.INS.378082@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-PBE-61N"
"RMNH.INS.378082","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-PBE-61N"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1330648","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-NXM-KVG"
"ZMA.INS.1330648@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-NXM-KVG"
"ZMA.INS.1330648","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-NXM-KVG"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.40225","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-MDP-LGC"
"RMNH.CRUS.D.40225@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-MDP-LGC"
"RMNH.CRUS.D.40225","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-MDP-LGC"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.994240","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-LEC-MDS"
"ZMA.INS.994240@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-LEC-MDS"
"ZMA.INS.994240","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-LEC-MDS"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1432023","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-JJD-HJV"
"ZMA.INS.1432023@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-JJD-HJV"
"ZMA.INS.1432023","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-JJD-HJV"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5152965","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-GQ0-CMC"
"ZMA.INS.5152965@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-GQ0-CMC"
"ZMA.INS.5152965","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-GQ0-CMC"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.VER.P.10682","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-F59-6GB"
"RMNH.VER.P.10682@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-F59-6GB"
"RMNH.VER.P.10682","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-F59-6GB"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.324372","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-DMV-7ED"
"RMNH.INS.324372@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-DMV-7ED"
"RMNH.INS.324372","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-DMV-7ED"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.D.103510","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-BG0-8KC"
"ZMA.CRUS.D.103510@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-BG0-8KC"
"ZMA.CRUS.D.103510","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-BG0-8KC"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.601275","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-B0G-2NM"
"ZMA.INS.601275@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-B0G-2NM"
"ZMA.INS.601275","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-B0G-2NM"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1105755","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-9YH-X6Q"
"ZMA.INS.1105755@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-9YH-X6Q"
"ZMA.INS.1105755","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-9YH-X6Q"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1004351","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-5P0-9DP"
"RMNH.INS.1004351@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-5P0-9DP"
"RMNH.INS.1004351","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-5P0-9DP"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1199686","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-5BJ-DRN"
"ZMA.INS.1199686@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-5BJ-DRN"
"ZMA.INS.1199686","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-5BJ-DRN"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.985141","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-56H-KJQ"
"ZMA.INS.985141@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-56H-KJQ"
"ZMA.INS.985141","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-56H-KJQ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.V.OL.105.2","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-50D-Z45"
"ZMA.V.OL.105.2@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-50D-Z45"
"ZMA.V.OL.105.2","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-50D-Z45"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.V.POL.2156.2","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-4G1-DWW"
"ZMA.V.POL.2156.2@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-4G1-DWW"
"ZMA.V.POL.2156.2","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-4G1-DWW"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1172551","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-4AW-B33"
"RMNH.INS.1172551@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-4AW-B33"
"RMNH.INS.1172551","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-4AW-B33"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1347029","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-3QQ-WW2"
"RMNH.INS.1347029@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-3QQ-WW2"
"RMNH.INS.1347029","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-3QQ-WW2"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.648419","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-2N9-4DZ"
"RMNH.INS.648419@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-2N9-4DZ"
"RMNH.INS.648419","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-2N9-4DZ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.939488","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-1Y7-768"
"ZMA.INS.939488@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-1Y7-768"
"ZMA.INS.939488","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-1Y7-768"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5146371","","dwc:occurrenceID","","","https://doi.org/TEST/ZZQ-0V6-XR1"
"ZMA.INS.5146371@CRS","","dwca:ID","","","https://doi.org/TEST/ZZQ-0V6-XR1"
"ZMA.INS.5146371","","dwc:catalogNumber","","","https://doi.org/TEST/ZZQ-0V6-XR1"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1083808","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-YC9-CJL"
"ZMA.INS.1083808@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-YC9-CJL"
"ZMA.INS.1083808","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-YC9-CJL"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1556621","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-XC8-QHG"
"ZMA.INS.1556621@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-XC8-QHG"
"ZMA.INS.1556621","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-XC8-QHG"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1141856","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-VKS-BDB"
"ZMA.INS.1141856@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-VKS-BDB"
"ZMA.INS.1141856","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-VKS-BDB"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1337530","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-R7F-QTF"
"ZMA.INS.1337530@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-R7F-QTF"
"ZMA.INS.1337530","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-R7F-QTF"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.322791","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-NQR-0ZV"
"RMNH.INS.322791@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-NQR-0ZV"
"RMNH.INS.322791","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-NQR-0ZV"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.F.101137","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-GPN-Z3Y"
"ZMA.CRUS.F.101137@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-GPN-Z3Y"
"ZMA.CRUS.F.101137","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-GPN-Z3Y"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.V.PL.6322","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-F3F-RKC"
"ZMA.V.PL.6322@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-F3F-RKC"
