eventID	assertionID	assertionType	assertionTypeIRI	assertionValue	assertionValueIRI	assertionValueNumeric	assertionUnit	assertionUnitIRI	assertionProtocols	assertionProtocolID
BROKE_WEST_RMT_097	BROKE_WEST_RMT_097_press	Maximum Pressure				205.173	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_098	BROKE_WEST_RMT_098_press	Maximum Pressure				205.287	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_099	BROKE_WEST_RMT_099_press	Maximum Pressure				51.828	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_100	BROKE_WEST_RMT_100_press	Maximum Pressure				53.494	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_101	BROKE_WEST_RMT_101_press	Maximum Pressure				206.362	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_102	BROKE_WEST_RMT_102_press	Maximum Pressure				205.943	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_103	BROKE_WEST_RMT_103_press	Maximum Pressure				81.217	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_104	BROKE_WEST_RMT_104_press	Maximum Pressure				205.815	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_105	BROKE_WEST_RMT_105_press	Maximum Pressure				205.675	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_106	BROKE_WEST_RMT_106_press	Maximum Pressure				42.549	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_107	BROKE_WEST_RMT_107_press	Maximum Pressure				51.11	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_108	BROKE_WEST_RMT_108_press	Maximum Pressure				63.1	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_109	BROKE_WEST_RMT_109_press	Maximum Pressure				238.664	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_110	BROKE_WEST_RMT_110_press	Maximum Pressure				205.382	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_111	BROKE_WEST_RMT_111_press	Maximum Pressure				53.875	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_112	BROKE_WEST_RMT_112_press	Maximum Pressure				205.907	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_113	BROKE_WEST_RMT_113_press	Maximum Pressure				26.929	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_114	BROKE_WEST_RMT_114_press	Maximum Pressure				205.037	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_115	BROKE_WEST_RMT_115_press	Maximum Pressure				205.406	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_116	BROKE_WEST_RMT_116_press	Maximum Pressure				205.725	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_117	BROKE_WEST_RMT_117_press	Maximum Pressure				205.068	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_118	BROKE_WEST_RMT_118_press	Maximum Pressure				56.083	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_119	BROKE_WEST_RMT_119_press	Maximum Pressure				205.106	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_120	BROKE_WEST_RMT_120_press	Maximum Pressure				205.425	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_121	BROKE_WEST_RMT_121_press	Maximum Pressure				52.029	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_122	BROKE_WEST_RMT_122_press	Maximum Pressure				206.67	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_123	BROKE_WEST_RMT_123_press	Maximum Pressure				11.852	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_124	BROKE_WEST_RMT_124_press	Maximum Pressure				50.225	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_125	BROKE_WEST_RMT_125_press	Maximum Pressure				35.458	dbar	http://vocab.nerc.ac.uk/collection/P06/current/UPDB/	CTD	ctd
BROKE_WEST_RMT_001	BROKE_WEST_RMT_001_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.985144469	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_002	BROKE_WEST_RMT_002_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.545280564	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_003	BROKE_WEST_RMT_003_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.410355203	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_004	BROKE_WEST_RMT_004_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.98335431	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_005	BROKE_WEST_RMT_005_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.069159498	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_006	BROKE_WEST_RMT_006_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.186985465	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_007	BROKE_WEST_RMT_007_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.197545831	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_008	BROKE_WEST_RMT_008_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.310684967	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_009	BROKE_WEST_RMT_009_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.112836149	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_010	BROKE_WEST_RMT_010_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.244161923	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_011	BROKE_WEST_RMT_011_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.202436127	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_012	BROKE_WEST_RMT_012_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.364875168	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_013	BROKE_WEST_RMT_013_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.116463687	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_014	BROKE_WEST_RMT_014_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.148021519	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_015	BROKE_WEST_RMT_015_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.497721457	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_016	BROKE_WEST_RMT_016_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.70450409	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_017	BROKE_WEST_RMT_017_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.914392666	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_018	BROKE_WEST_RMT_018_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.952041059	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_019	BROKE_WEST_RMT_019_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.960186863	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_020	BROKE_WEST_RMT_020_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.908166793	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_021	BROKE_WEST_RMT_021_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.532284785	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_022	BROKE_WEST_RMT_022_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.770597928	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_023	BROKE_WEST_RMT_023_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.142472708	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_024	BROKE_WEST_RMT_024_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.041878476	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_025	BROKE_WEST_RMT_025_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.172908683	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_026	BROKE_WEST_RMT_026_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.142764784	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_027	BROKE_WEST_RMT_027_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.145812662	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_028	BROKE_WEST_RMT_028_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.054373016	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_029	BROKE_WEST_RMT_029_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.589831795	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_030	BROKE_WEST_RMT_030_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.761638874	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_031	BROKE_WEST_RMT_031_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.142686167	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_032	BROKE_WEST_RMT_032_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.999404248	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_033	BROKE_WEST_RMT_033_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.883634892	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_034	BROKE_WEST_RMT_034_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.241168036	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_035	BROKE_WEST_RMT_035_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.882922798	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_036	BROKE_WEST_RMT_036_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.06363442	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_037	BROKE_WEST_RMT_037_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.310780324	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_038	BROKE_WEST_RMT_038_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.305589425	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_039	BROKE_WEST_RMT_039_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.037179986	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_040	BROKE_WEST_RMT_040_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.121836919	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_041	BROKE_WEST_RMT_041_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.20196865	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_042	BROKE_WEST_RMT_042_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.974708578	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_043	BROKE_WEST_RMT_043_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.947666349	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_044	BROKE_WEST_RMT_044_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.883269186	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_045	BROKE_WEST_RMT_045_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.487679828	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_046	BROKE_WEST_RMT_046_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.791624219	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_047	BROKE_WEST_RMT_047_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.801223194	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_048	BROKE_WEST_RMT_048_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.774884203	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_049	BROKE_WEST_RMT_049_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.940142105	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_050	BROKE_WEST_RMT_050_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.075418428	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_051	BROKE_WEST_RMT_051_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.140540066	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_052	BROKE_WEST_RMT_052_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.070488457	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_053	BROKE_WEST_RMT_053_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.033577894	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_054	BROKE_WEST_RMT_054_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.986510633	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_055	BROKE_WEST_RMT_055_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.009405194	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_056	BROKE_WEST_RMT_056_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.909965517	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_057	BROKE_WEST_RMT_057_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.988296815	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_058	BROKE_WEST_RMT_058_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.739128231	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_059	BROKE_WEST_RMT_059_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.779992287	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_060	BROKE_WEST_RMT_060_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.920025498	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_061	BROKE_WEST_RMT_061_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.041938699	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_062	BROKE_WEST_RMT_062_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.941165348	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_063	BROKE_WEST_RMT_063_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.197044937	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_064	BROKE_WEST_RMT_064_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.624421661	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_065	BROKE_WEST_RMT_065_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.915127799	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_066	BROKE_WEST_RMT_066_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.096476353	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_067	BROKE_WEST_RMT_067_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.175691222	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_068	BROKE_WEST_RMT_068_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.693014824	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_069	BROKE_WEST_RMT_069_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.164122113	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_070	BROKE_WEST_RMT_070_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.708904565	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_071	BROKE_WEST_RMT_071_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.741553296	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_072	BROKE_WEST_RMT_072_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.18269291	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_073	BROKE_WEST_RMT_073_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.730983718	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_074	BROKE_WEST_RMT_074_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.781602204	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_075	BROKE_WEST_RMT_075_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.133379688	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_076	BROKE_WEST_RMT_076_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.282624	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_077	BROKE_WEST_RMT_077_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.061972317	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_078	BROKE_WEST_RMT_078_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.98837874	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_079	BROKE_WEST_RMT_079_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.122780565	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_080	BROKE_WEST_RMT_080_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.989875828	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_081	BROKE_WEST_RMT_081_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.983622315	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_082	BROKE_WEST_RMT_082_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.904857407	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_083	BROKE_WEST_RMT_083_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.754202102	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_084	BROKE_WEST_RMT_084_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.741309344	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_085	BROKE_WEST_RMT_085_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.697582565	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_086	BROKE_WEST_RMT_086_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.443723252	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_087	BROKE_WEST_RMT_087_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.001005887	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_088	BROKE_WEST_RMT_088_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.634833762	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_089	BROKE_WEST_RMT_089_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.406248121	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_091	BROKE_WEST_RMT_091_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.757150804	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_092	BROKE_WEST_RMT_092_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.514837459	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_093	BROKE_WEST_RMT_093_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.063709151	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_094	BROKE_WEST_RMT_094_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.641412917	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_095	BROKE_WEST_RMT_095_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			34.52933162	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
BROKE_WEST_RMT_096	BROKE_WEST_RMT_096_sal	Average Salinity	http://vocab.nerc.ac.uk/collection/P01/current/SSAMP001			33.662318553	PSU	http://vocab.nerc.ac.uk/collection/P06/current/UUUU/	CTD	ctd
